Gene,Cluster
ENSG00000112576,3
ENSG00000112578,17
ENSG00000112651,10
ENSG00000112655,13
ENSG00000112701,8
ENSG00000112715,15
ENSG00000112742,6
ENSG00000112759,10
ENSG00000112773,19
ENSG00000112782,15
ENSG00000112851,13
ENSG00000112852,5
ENSG00000112877,17
ENSG00000112902,13
ENSG00000112972,5
ENSG00000112984,6
ENSG00000113013,14
ENSG00000113070,2
ENSG00000113108,13
ENSG00000113119,15
ENSG00000113161,5
ENSG00000113300,19
ENSG00000113356,10
ENSG00000113369,19
ENSG00000113407,15
ENSG00000113448,16
ENSG00000113460,17
ENSG00000113504,16
ENSG00000113552,19
ENSG00000113569,10
ENSG00000113594,2
ENSG00000113645,9
ENSG00000113657,20
ENSG00000113712,15
ENSG00000113739,15
ENSG00000113742,9
ENSG00000113790,11
ENSG00000113810,6
ENSG00000114113,13
ENSG00000114120,13
ENSG00000114166,7
ENSG00000114268,11
ENSG00000114315,7
ENSG00000114346,17
ENSG00000114353,11
ENSG00000114378,7
ENSG00000114395,6
ENSG00000114446,13
ENSG00000114455,11
ENSG00000114541,13
ENSG00000114626,13
ENSG00000114656,7
ENSG00000114670,16
ENSG00000114686,10
ENSG00000114737,13
ENSG00000114767,10
ENSG00000114770,11
ENSG00000114784,12
ENSG00000114796,13
ENSG00000114805,7
ENSG00000114841,2
ENSG00000114854,13
ENSG00000114933,14
ENSG00000114942,10
ENSG00000115053,10
ENSG00000115107,11
ENSG00000115129,20
ENSG00000115163,6
ENSG00000115183,3
ENSG00000115221,3
ENSG00000115233,6
ENSG00000115241,10
ENSG00000115255,13
ENSG00000115257,13
ENSG00000115266,1
ENSG00000115267,13
ENSG00000115271,13
ENSG00000115290,3
ENSG00000115295,13
ENSG00000115306,2
ENSG00000115318,17
ENSG00000115325,20
ENSG00000115339,15
ENSG00000115350,10
ENSG00000115355,6
ENSG00000115368,10
ENSG00000115386,15
ENSG00000115415,15
ENSG00000115419,17
ENSG00000115423,7
ENSG00000115457,13
ENSG00000115461,4
ENSG00000115507,12
ENSG00000115525,7
ENSG00000115568,10
ENSG00000115594,16
ENSG00000115596,20
ENSG00000115616,9
ENSG00000115641,9
ENSG00000115648,13
ENSG00000115738,16
ENSG00000115758,10
ENSG00000115761,17
ENSG00000115840,6
ENSG00000115875,17
ENSG00000115902,2
ENSG00000115904,19
ENSG00000115946,17
ENSG00000115963,9
ENSG00000116005,19
ENSG00000116062,17
ENSG00000116096,18
ENSG00000116106,4
ENSG00000116117,15
ENSG00000116120,10
ENSG00000116127,17
ENSG00000116128,20
ENSG00000116133,5
ENSG00000116171,13
ENSG00000116191,20
ENSG00000116221,6
ENSG00000116285,9
ENSG00000116299,5
ENSG00000116337,1
ENSG00000116396,3
ENSG00000116406,9
ENSG00000116455,6
ENSG00000116574,20
ENSG00000116584,13
ENSG00000116649,10
ENSG00000116663,7
ENSG00000116667,17
ENSG00000116668,7
ENSG00000116679,3
ENSG00000116701,10
ENSG00000116717,16
ENSG00000116750,10
ENSG00000116761,13
ENSG00000116774,13
ENSG00000116791,5
ENSG00000116793,20
ENSG00000116830,6
ENSG00000116833,20
ENSG00000116852,15
ENSG00000116885,20
ENSG00000116922,10
ENSG00000116962,15
ENSG00000117009,11
ENSG00000117016,13
ENSG00000117054,15
ENSG00000117143,17
ENSG00000117174,4
ENSG00000117226,13
ENSG00000117228,15
ENSG00000117266,13
ENSG00000117298,17
ENSG00000117305,13
ENSG00000117318,5
ENSG00000117385,13
ENSG00000117394,3
ENSG00000117395,10
ENSG00000117399,6
ENSG00000117461,19
ENSG00000117472,15
ENSG00000117479,19
ENSG00000117505,9
ENSG00000117519,7
ENSG00000117525,4
ENSG00000117597,17
ENSG00000117625,19
ENSG00000117643,11
ENSG00000117650,6
ENSG00000117691,13
ENSG00000117707,16
ENSG00000117724,6
ENSG00000117877,17
ENSG00000117984,13
ENSG00000118137,15
ENSG00000118193,6
ENSG00000118194,15
ENSG00000118246,10
ENSG00000118257,20
ENSG00000118276,9
ENSG00000118292,15
ENSG00000118322,15
ENSG00000118369,11
ENSG00000118418,5
ENSG00000118496,16
ENSG00000118503,16
ENSG00000118508,9
ENSG00000118513,10
ENSG00000118515,4
ENSG00000118523,9
ENSG00000118600,17
ENSG00000118620,10
ENSG00000118640,11
ENSG00000118655,10
ENSG00000118690,18
ENSG00000118804,19
ENSG00000118894,17
ENSG00000118939,6
ENSG00000118960,7
ENSG00000118985,18
ENSG00000119125,4
ENSG00000119138,13
ENSG00000119139,9
ENSG00000119227,15
ENSG00000119285,10
ENSG00000119326,17
ENSG00000119333,10
ENSG00000119397,20
ENSG00000119403,5
ENSG00000119408,3
ENSG00000119431,20
ENSG00000119547,6
ENSG00000119632,13
ENSG00000119636,16
ENSG00000119640,6
ENSG00000119655,7
ENSG00000119681,15
ENSG00000119686,19
ENSG00000119699,15
ENSG00000119711,7
ENSG00000119772,7
ENSG00000119782,13
ENSG00000119787,17
ENSG00000119801,13
ENSG00000119862,7
ENSG00000119899,8
ENSG00000119900,2
ENSG00000119917,8
ENSG00000119922,8
ENSG00000119943,13
ENSG00000119965,8
ENSG00000119969,10
ENSG00000120053,6
ENSG00000120068,9
ENSG00000120149,7
ENSG00000120158,17
ENSG00000120162,3
ENSG00000120217,2
ENSG00000120254,14
ENSG00000120262,13
ENSG00000120306,15
ENSG00000120324,7
ENSG00000120328,15
ENSG00000120334,10
ENSG00000120341,15
ENSG00000120437,5
ENSG00000120526,17
ENSG00000120539,10
ENSG00000120549,7
ENSG00000120647,18
ENSG00000120675,13
ENSG00000120685,2
ENSG00000120696,20
ENSG00000120699,10
ENSG00000120705,10
ENSG00000120708,17
ENSG00000120738,9
ENSG00000120800,10
ENSG00000120802,6
ENSG00000120832,19
ENSG00000120833,16
ENSG00000120837,10
ENSG00000120868,20
ENSG00000120875,9
ENSG00000120889,14
ENSG00000120915,7
ENSG00000120937,9
ENSG00000120942,17
ENSG00000121057,17
ENSG00000121060,2
ENSG00000121075,11
ENSG00000121089,6
ENSG00000121104,19
ENSG00000121152,6
ENSG00000121210,16
ENSG00000121211,10
ENSG00000121236,18
ENSG00000121316,13
ENSG00000121350,10
ENSG00000121380,13
ENSG00000121552,17
ENSG00000121579,10
ENSG00000121621,6
ENSG00000121691,7
ENSG00000121775,14
ENSG00000121797,3
ENSG00000121851,16
ENSG00000121858,15
ENSG00000121895,4
ENSG00000121897,10
ENSG00000121957,6
ENSG00000121988,6
ENSG00000121989,20
ENSG00000122034,10
ENSG00000122035,20
ENSG00000122140,10
ENSG00000122176,13
ENSG00000122359,20
ENSG00000122367,16
ENSG00000122378,17
ENSG00000122390,20
ENSG00000122406,6
ENSG00000122435,4
ENSG00000122483,6
ENSG00000122566,6
ENSG00000122643,17
ENSG00000122644,12
ENSG00000122687,17
ENSG00000122694,7
ENSG00000122711,4
ENSG00000122729,7
ENSG00000122779,19
ENSG00000122783,3
ENSG00000122786,14
ENSG00000122863,19
ENSG00000122877,2
ENSG00000122952,6
ENSG00000122966,6
ENSG00000122971,13
ENSG00000123080,6
ENSG00000123104,7
ENSG00000123124,3
ENSG00000123136,6
ENSG00000123179,19
ENSG00000123191,13
ENSG00000123201,15
ENSG00000123219,6
ENSG00000123268,17
ENSG00000123342,13
ENSG00000123358,9
ENSG00000123364,6
ENSG00000123384,13
ENSG00000123405,20
ENSG00000123411,6
ENSG00000123416,6
ENSG00000123453,15
ENSG00000123485,6
ENSG00000123505,10
ENSG00000123545,17
ENSG00000123560,15
ENSG00000123600,10
ENSG00000123609,13
ENSG00000123700,4
ENSG00000123737,10
ENSG00000123739,10
ENSG00000123843,2
ENSG00000123908,17
ENSG00000123933,20
ENSG00000123975,6
ENSG00000124098,13
ENSG00000124104,7
ENSG00000124126,7
ENSG00000124181,14
ENSG00000124201,13
ENSG00000124205,19
ENSG00000124207,6
ENSG00000124216,4
ENSG00000124299,19
ENSG00000124406,13
ENSG00000124429,7
ENSG00000124466,17
ENSG00000124467,13
ENSG00000124508,11
ENSG00000124549,20
ENSG00000124571,3
ENSG00000124593,13
ENSG00000124596,20
ENSG00000124602,20
ENSG00000124615,7
ENSG00000124701,7
ENSG00000124762,19
ENSG00000124766,15
ENSG00000124784,10
ENSG00000124787,10
ENSG00000124789,10
ENSG00000124795,10
ENSG00000124802,10
ENSG00000124813,17
ENSG00000124831,5
ENSG00000124839,7
ENSG00000124920,7
ENSG00000125089,20
ENSG00000125148,6
ENSG00000125170,7
ENSG00000125207,17
ENSG00000125247,15
ENSG00000125266,4
ENSG00000125285,4
ENSG00000125319,10
ENSG00000125347,13
ENSG00000125378,16
ENSG00000125398,16
ENSG00000125434,20
ENSG00000125454,10
ENSG00000125485,17
ENSG00000125510,13
ENSG00000125618,19
ENSG00000125630,17
ENSG00000125637,20
ENSG00000125648,13
ENSG00000125652,7
ENSG00000125686,14
ENSG00000125730,16
ENSG00000125731,3
ENSG00000125740,4
ENSG00000125744,7
ENSG00000125775,11
ENSG00000125798,16
ENSG00000125821,14
ENSG00000125826,15
ENSG00000125835,6
ENSG00000125844,13
ENSG00000125845,9
ENSG00000125848,16
ENSG00000125863,6
ENSG00000125864,10
ENSG00000125870,10
ENSG00000125871,10
ENSG00000125872,17
ENSG00000125885,10
ENSG00000125944,6
ENSG00000125968,4
ENSG00000125995,5
ENSG00000125999,15
ENSG00000126005,13
ENSG00000126016,7
ENSG00000126091,1
ENSG00000126106,13
ENSG00000126107,7
ENSG00000126215,10
ENSG00000126216,17
ENSG00000126218,15
ENSG00000126249,10
ENSG00000126261,10
ENSG00000126351,7
ENSG00000126368,3
ENSG00000126453,6
ENSG00000126457,6
ENSG00000126460,7
ENSG00000126524,17
ENSG00000126583,13
ENSG00000126602,10
ENSG00000126705,20
ENSG00000126709,15
ENSG00000126749,10
ENSG00000126773,3
ENSG00000126785,2
ENSG00000126787,6
ENSG00000126803,5
ENSG00000126822,9
ENSG00000126878,16
ENSG00000126953,17
ENSG00000127084,20
ENSG00000127129,20
ENSG00000127152,19
ENSG00000127324,2
ENSG00000127329,9
ENSG00000127337,17
ENSG00000127419,13
ENSG00000127423,17
ENSG00000127481,3
ENSG00000127528,20
ENSG00000127561,13
ENSG00000127564,10
ENSG00000127586,6
ENSG00000127603,3
ENSG00000127663,20
ENSG00000127824,6
ENSG00000127838,13
ENSG00000127863,20
ENSG00000127870,10
ENSG00000127947,9
ENSG00000127995,19
ENSG00000128011,20
ENSG00000128045,3
ENSG00000128059,17
ENSG00000128203,16
ENSG00000128228,5
ENSG00000128268,7
ENSG00000128283,9
ENSG00000128284,13
ENSG00000128335,20
ENSG00000128394,13
ENSG00000128510,19
ENSG00000128512,10
ENSG00000128536,7
ENSG00000128567,20
ENSG00000128591,17
ENSG00000128596,11
ENSG00000128641,3
ENSG00000128655,16
ENSG00000128692,2
ENSG00000128708,6
ENSG00000128739,20
ENSG00000128923,16
ENSG00000128944,6
ENSG00000129007,15
ENSG00000129028,19
ENSG00000129173,10
ENSG00000129195,6
ENSG00000129219,20
ENSG00000129226,13
ENSG00000129292,18
ENSG00000129347,10
ENSG00000129353,19
ENSG00000129355,6
ENSG00000129422,19
ENSG00000129437,10
ENSG00000129451,15
ENSG00000129455,15
ENSG00000129460,10
ENSG00000129473,8
ENSG00000129484,6
ENSG00000129493,13
ENSG00000129514,11
ENSG00000129521,9
ENSG00000129534,6
ENSG00000129538,15
ENSG00000129595,13
ENSG00000129646,1
ENSG00000129680,17
ENSG00000129757,20
ENSG00000129810,6
ENSG00000129910,11
ENSG00000129911,3
ENSG00000129932,10
ENSG00000129946,13
ENSG00000130005,20
ENSG00000130066,16
ENSG00000130147,9
ENSG00000130159,6
ENSG00000130164,4
ENSG00000130193,10
ENSG00000130202,13
ENSG00000130203,15
ENSG00000130204,10
ENSG00000130208,13
ENSG00000130255,6
ENSG00000130270,20
ENSG00000130303,15
ENSG00000130304,13
ENSG00000130305,17
ENSG00000130429,12
ENSG00000130433,2
ENSG00000130449,13
ENSG00000130487,15
ENSG00000130513,13
ENSG00000130517,17
ENSG00000130518,7
ENSG00000130529,13
ENSG00000130589,13
ENSG00000130590,16
ENSG00000130600,13
ENSG00000130653,15
ENSG00000130675,7
ENSG00000130700,20
ENSG00000130701,19
ENSG00000130702,13
ENSG00000130706,10
ENSG00000130713,10
ENSG00000130725,10
ENSG00000130766,8
ENSG00000130810,17
ENSG00000130813,13
ENSG00000130816,10
ENSG00000130826,10
ENSG00000130830,20
ENSG00000130844,13
ENSG00000130940,19
ENSG00000130956,7
ENSG00000130962,16
ENSG00000130988,13
ENSG00000131018,20
ENSG00000131019,10
ENSG00000131023,8
ENSG00000131061,5
ENSG00000131069,11
ENSG00000131080,11
ENSG00000131089,11
ENSG00000131094,11
ENSG00000131153,10
ENSG00000131171,13
ENSG00000131187,17
ENSG00000131188,3
ENSG00000131203,4
ENSG00000131236,10
ENSG00000131242,11
ENSG00000131351,10
ENSG00000131368,10
ENSG00000131370,7
ENSG00000131398,13
ENSG00000131400,19
ENSG00000131409,7
ENSG00000131459,6
ENSG00000131469,6
ENSG00000131470,17
ENSG00000131480,10
ENSG00000131495,19
ENSG00000131650,13
ENSG00000131724,15
ENSG00000131746,3
ENSG00000131747,6
ENSG00000131779,20
ENSG00000131781,7
ENSG00000131788,11
ENSG00000131791,13
ENSG00000131873,3
ENSG00000131899,7
ENSG00000131944,6
ENSG00000131979,3
ENSG00000132016,17
ENSG00000132031,6
ENSG00000132109,7
ENSG00000132170,9
ENSG00000132196,11
ENSG00000132274,13
ENSG00000132326,3
ENSG00000132329,20
ENSG00000132341,10
ENSG00000132357,19
ENSG00000132359,9
ENSG00000132361,10
ENSG00000132382,17
ENSG00000132423,6
ENSG00000132436,17
ENSG00000132475,6
ENSG00000132481,9
ENSG00000132507,6
ENSG00000132510,7
ENSG00000132530,15
ENSG00000132535,13
ENSG00000132561,7
ENSG00000132589,15
ENSG00000132600,3
ENSG00000132603,17
ENSG00000132646,10
ENSG00000132661,17
ENSG00000132688,17
ENSG00000132744,13
ENSG00000132746,11
ENSG00000132768,17
ENSG00000132793,7
ENSG00000132801,19
ENSG00000132824,2
ENSG00000132825,7
ENSG00000132832,13
ENSG00000132906,7
ENSG00000132915,15
ENSG00000132932,6
ENSG00000132953,10
ENSG00000132967,6
ENSG00000133030,3
ENSG00000133048,2
ENSG00000133067,13
ENSG00000133106,13
ENSG00000133119,10
ENSG00000133121,5
ENSG00000133131,17
ENSG00000133135,3
ENSG00000133195,15
ENSG00000133216,2
ENSG00000133247,20
ENSG00000133265,6
ENSG00000133302,10
ENSG00000133316,10
ENSG00000133321,13
ENSG00000133424,17
ENSG00000133460,7
ENSG00000133466,13
ENSG00000133519,11
ENSG00000133639,13
ENSG00000133641,17
ENSG00000133706,2
ENSG00000133710,17
ENSG00000133740,9
ENSG00000133773,3
ENSG00000133805,13
ENSG00000133816,3
ENSG00000133874,8
ENSG00000133935,11
ENSG00000133943,13
ENSG00000133980,20
ENSG00000134001,10
ENSG00000134030,13
ENSG00000134057,6
ENSG00000134107,4
ENSG00000134138,14
ENSG00000134198,3
ENSG00000134222,6
ENSG00000134242,15
ENSG00000134253,8
ENSG00000134258,13
ENSG00000134262,5
ENSG00000134294,15
ENSG00000134318,3
ENSG00000134321,13
ENSG00000134323,3
ENSG00000134326,15
ENSG00000134333,6
ENSG00000134352,15
ENSG00000134363,20
ENSG00000134419,6
ENSG00000134440,15
ENSG00000134480,10
ENSG00000134531,3
ENSG00000134569,17
ENSG00000134627,15
ENSG00000134684,15
ENSG00000134690,6
ENSG00000134697,10
ENSG00000134716,3
ENSG00000134717,3
ENSG00000134755,20
ENSG00000134758,14
ENSG00000134759,17
ENSG00000134769,13
ENSG00000134780,7
ENSG00000134809,10
ENSG00000134815,10
ENSG00000134824,6
ENSG00000134827,10
ENSG00000134852,17
ENSG00000134864,15
ENSG00000134899,19
ENSG00000134954,3
ENSG00000134986,15
ENSG00000134987,17
ENSG00000135045,6
ENSG00000135046,10
ENSG00000135052,2
ENSG00000135063,9
ENSG00000135069,15
ENSG00000135093,19
ENSG00000135100,7
ENSG00000135114,8
ENSG00000135245,17
ENSG00000135253,13
ENSG00000135269,9
ENSG00000135297,10
ENSG00000135316,10
ENSG00000135334,19
ENSG00000135338,8
ENSG00000135362,9
ENSG00000135365,7
ENSG00000135372,10
ENSG00000135406,19
ENSG00000135437,7
ENSG00000135451,6
ENSG00000135452,13
ENSG00000135476,6
ENSG00000135506,13
ENSG00000135519,13
ENSG00000135521,10
ENSG00000135549,6
ENSG00000135597,3
ENSG00000135604,13
ENSG00000135679,12
ENSG00000135697,20
ENSG00000135709,11
ENSG00000135736,20
ENSG00000135763,17
ENSG00000135766,16
ENSG00000135821,13
ENSG00000135824,19
ENSG00000135828,20
ENSG00000135862,15
ENSG00000135899,7
ENSG00000135913,14
ENSG00000135924,11
ENSG00000135926,9
ENSG00000135960,3
ENSG00000136003,11
ENSG00000136021,13
ENSG00000136052,7
ENSG00000136059,13
ENSG00000136068,2
ENSG00000136098,3
ENSG00000136104,10
ENSG00000136108,6
ENSG00000136111,13
ENSG00000136122,6
ENSG00000136141,9
ENSG00000136143,6
ENSG00000136147,13
ENSG00000136156,13
ENSG00000136158,16
ENSG00000136159,10
ENSG00000136169,20
ENSG00000136205,5
ENSG00000136213,20
ENSG00000136237,3
ENSG00000136247,2
ENSG00000136261,10
ENSG00000136270,17
ENSG00000136305,15
ENSG00000136367,7
ENSG00000136379,9
ENSG00000136383,5
ENSG00000136450,10
ENSG00000136451,9
ENSG00000136492,10
ENSG00000136518,10
ENSG00000136574,5
ENSG00000136603,9
ENSG00000136628,15
ENSG00000136689,19
ENSG00000136718,10
ENSG00000136720,14
ENSG00000136783,11
ENSG00000136802,4
ENSG00000136811,6
ENSG00000136813,17
ENSG00000136824,6
ENSG00000136826,9
ENSG00000136828,3
ENSG00000136842,20
ENSG00000136848,20
ENSG00000136854,9
ENSG00000136856,20
ENSG00000136861,10
ENSG00000136866,12
ENSG00000136867,19
ENSG00000136869,3
ENSG00000136875,10
ENSG00000136883,13
ENSG00000136895,15
ENSG00000136925,15
ENSG00000136933,10
ENSG00000136938,10
ENSG00000136942,6
ENSG00000136943,5
ENSG00000136950,3
ENSG00000136982,17
ENSG00000136997,9
ENSG00000137038,10
ENSG00000137054,10
ENSG00000137070,20
ENSG00000137090,5
ENSG00000137094,11
ENSG00000137103,13
ENSG00000137135,6
ENSG00000137154,6
ENSG00000137168,6
ENSG00000137171,7
ENSG00000137193,9
ENSG00000137203,10
ENSG00000137266,20
ENSG00000137274,15
ENSG00000137275,12
ENSG00000137309,6
ENSG00000137310,10
ENSG00000137331,4
ENSG00000137337,6
ENSG00000137338,10
ENSG00000137364,13
ENSG00000137393,15
ENSG00000137440,11
ENSG00000137460,3
ENSG00000137474,7
ENSG00000137486,11
ENSG00000137491,15
ENSG00000137496,14
ENSG00000137501,2
ENSG00000137509,13
ENSG00000137513,3
ENSG00000137522,14
ENSG00000137547,10
ENSG00000137561,12
ENSG00000137575,6
ENSG00000137628,15
ENSG00000137648,10
ENSG00000137692,17
ENSG00000137693,9
ENSG00000137699,11
ENSG00000137709,7
ENSG00000137714,15
ENSG00000137747,20
ENSG00000137760,10
ENSG00000137767,11
ENSG00000137776,6
ENSG00000137801,3
ENSG00000137802,11
ENSG00000137804,6
ENSG00000137807,10
ENSG00000137812,6
ENSG00000137819,2
ENSG00000137821,6
ENSG00000137822,6
ENSG00000137825,3
ENSG00000137831,17
ENSG00000137834,4
ENSG00000137843,11
ENSG00000137845,13
ENSG00000137857,13
ENSG00000137876,15
ENSG00000137877,2
ENSG00000137955,17
ENSG00000137959,15
ENSG00000137962,3
ENSG00000137965,13
ENSG00000137970,6
ENSG00000138002,7
ENSG00000138031,14
ENSG00000138035,17
ENSG00000138074,10
ENSG00000138079,3
ENSG00000138080,3
ENSG00000138092,10
ENSG00000138095,10
ENSG00000138101,13
ENSG00000138119,15
ENSG00000138134,4
ENSG00000138138,2
ENSG00000138160,6
ENSG00000138182,6
ENSG00000138193,3
ENSG00000138316,15
ENSG00000138336,12
ENSG00000138346,10
ENSG00000138380,13
ENSG00000138386,9
ENSG00000138434,9
ENSG00000138442,10
ENSG00000138449,19
ENSG00000138463,13
ENSG00000138496,7
ENSG00000138587,10
ENSG00000138604,18
ENSG00000138613,13
ENSG00000138617,20
ENSG00000138623,10
ENSG00000138639,8
ENSG00000138660,2
ENSG00000138668,6
ENSG00000138670,2
ENSG00000138678,3
ENSG00000138709,17
ENSG00000138744,6
ENSG00000138755,8
ENSG00000138760,13
ENSG00000138764,20
ENSG00000138771,13
ENSG00000138778,6
ENSG00000138780,6
ENSG00000138785,17
ENSG00000138794,5
ENSG00000138814,3
ENSG00000138867,12
ENSG00000139044,15
ENSG00000139055,13
ENSG00000139083,16
ENSG00000139112,13
ENSG00000139116,10
ENSG00000139146,9
ENSG00000139178,13
ENSG00000139182,13
ENSG00000139192,2
ENSG00000139211,4
ENSG00000139263,3
ENSG00000139269,15
ENSG00000139278,10
ENSG00000139289,4
ENSG00000139292,16
ENSG00000139318,4
ENSG00000139323,3
ENSG00000139343,6
ENSG00000139350,18
ENSG00000139354,6
ENSG00000139428,11
ENSG00000139438,10
ENSG00000139496,14
ENSG00000139514,2
ENSG00000139531,11
ENSG00000139567,15
ENSG00000139597,13
ENSG00000139618,10
ENSG00000139625,15
ENSG00000139629,13
ENSG00000139648,11
ENSG00000139675,6
ENSG00000139714,12
ENSG00000139725,11
ENSG00000139734,10
ENSG00000139832,16
ENSG00000139865,1
ENSG00000139874,19
ENSG00000139880,11
ENSG00000139899,7
ENSG00000139926,3
ENSG00000139985,6
ENSG00000140006,6
ENSG00000140057,7
ENSG00000140105,15
ENSG00000140254,16
ENSG00000140262,2
ENSG00000140263,13
ENSG00000140279,15
ENSG00000140284,2
ENSG00000140297,16
ENSG00000140299,10
ENSG00000140307,6
ENSG00000140323,1
ENSG00000140398,13
ENSG00000140406,9
ENSG00000140451,6
ENSG00000140464,7
ENSG00000140465,8
ENSG00000140479,2
ENSG00000140511,6
ENSG00000140525,6
ENSG00000140534,6
ENSG00000140678,15
ENSG00000140807,3
ENSG00000140853,2
ENSG00000140854,16
ENSG00000140859,9
ENSG00000140937,2
ENSG00000140941,15
ENSG00000140961,4
ENSG00000140968,13
ENSG00000140993,6
ENSG00000141012,13
ENSG00000141030,10
ENSG00000141076,10
ENSG00000141101,17
ENSG00000141258,15
ENSG00000141293,17
ENSG00000141295,7
ENSG00000141298,18
ENSG00000141337,2
ENSG00000141378,17
ENSG00000141384,17
ENSG00000141391,17
ENSG00000141404,11
ENSG00000141428,10
ENSG00000141447,15
ENSG00000141448,19
ENSG00000141497,13
ENSG00000141504,19
ENSG00000141505,7
ENSG00000141526,17
ENSG00000141542,13
ENSG00000141574,15
ENSG00000141582,8
ENSG00000141644,18
ENSG00000141682,2
ENSG00000141736,13
ENSG00000141753,3
ENSG00000141854,11
ENSG00000141867,12
ENSG00000141968,2
ENSG00000141994,10
ENSG00000142065,20
ENSG00000142089,13
ENSG00000142102,15
